Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Document Type,Publication Stage,Open Access,Source,EID
"Pradhan S., Bashir M., Roy S., Nguyen B.","37028877500;57188655908;55476508400;55155212400;","Corporate social responsibility and employee volunteerism: A broad overview of CSR through volunteerism",2020,"Sustainable Branding: Ethical, Social, and Environmental Cases and Perspectives",,,,"99","112",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105842842&partnerID=40&md5=2acb4f7acf41921636bff9c58e6317ab","Department of Marketing and Strategy, IBS Hyderabad, IFHE University, India; College of Business and Economics, Qassim University, Saudi Arabia; Centre for Business Data Analytics, UWA Business School, The University of Western Australia, Australia; Center for Innovation and Entrepreneurship, University of Southern Denmark, Kolding, Denmark; Department of Management, Shanghai University, Shanghai, China","Pradhan, S., Department of Marketing and Strategy, IBS Hyderabad, IFHE University, India; Bashir, M., College of Business and Economics, Qassim University, Saudi Arabia; Roy, S., Centre for Business Data Analytics, UWA Business School, The University of Western Australia, Australia; Nguyen, B., Center for Innovation and Entrepreneurship, University of Southern Denmark, Kolding, Denmark, Department of Management, Shanghai University, Shanghai, China",[No abstract available],,,Book Chapter,"Final","",Scopus,2-s2.0-85105842842
"Chaising S., Temdee P., Prasad R.","57194216091;6506628014;57214827415;","Weighted objective distance for the classification of elderly people with hypertension",2020,"Knowledge-Based Systems","210",,"106441","","",,3,"10.1016/j.knosys.2020.106441","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092366574&doi=10.1016%2fj.knosys.2020.106441&partnerID=40&md5=5aa97c392a6f667332b36ff44046db67","Computer and Communication Engineering for Capacity Building Research Unit, School of Information Technology, Mae Fah Luang University, Chiang Rai, 57100, Thailand; CTIF Global Capsule, Department of Business Development and Technology, Aarhus University, Herning, 7400, Denmark","Chaising, S., Computer and Communication Engineering for Capacity Building Research Unit, School of Information Technology, Mae Fah Luang University, Chiang Rai, 57100, Thailand, CTIF Global Capsule, Department of Business Development and Technology, Aarhus University, Herning, 7400, Denmark; Temdee, P., Computer and Communication Engineering for Capacity Building Research Unit, School of Information Technology, Mae Fah Luang University, Chiang Rai, 57100, Thailand; Prasad, R., CTIF Global Capsule, Department of Business Development and Technology, Aarhus University, Herning, 7400, Denmark","Hypertension is a significant risk factor for cardiovascular disease (CVD) development and is commonly observed among elderly individuals. To prevent CVD complications, identifying groups according to their abilities to control hypertension is highly important. In previous studies, objective distance was proposed as a measurement for identifying groups of elderly people with hypertension. However, this measurement still has a problem requiring the further elimination of insignificant factors affecting classification accuracy. Therefore, a weighted objective distance (WOD) is proposed as a new measurement, which can address significant individual factors to obtain higher classification accuracy. WOD is based on the concept that hypertension controllability in each individual can be represented by different significant individual factors, which can be used for group classification. Therefore, WOD represents a modification of the original objective distance measurement, using weighting factors. Weighting factors obtained from information gain can prioritize factors according to their associated weights. WOD is assumed to be able to provide greater classification accuracy than the original objective distance. To test this assumption, the secondary data for 1198 elderly people with hypertension were collected. The WOD method provided classification results with 97.33% accuracy, which is higher than the original objective distance method, which provided 70.03% accuracy, consistent with the proposed assumption. To validate the WOD method, the classification accuracy was compared against those provided by decision tree and neural network classifiers. The results showed that the WOD method was more accurate than the decision tree and neural network classifiers, which provided 71.12% and 71.62% accuracy, respectively. © 2020 Elsevier B.V.","Cardiovascular disease; Elderly people; Hypertension; Information gain; Objective distance; Weighting factors","Decision trees; Cardiovascular disease; Classification accuracy; Classification results; Group classification; Individual factors; Information gain; Neural network classifier; Weighting factors; Neural networks",Article,"Final","",Scopus,2-s2.0-85092366574
"Gentil C., Basset-Mens C., Manteaux S., Mottes C., Maillard E., Biard Y., Fantke P.","57201432074;8731380700;57219092465;56061694400;57219098596;57077022200;50661383500;","Coupling pesticide emission and toxicity characterization models for LCA: Application to open-field tomato production in Martinique",2020,"Journal of Cleaner Production","277",,"124099","","",,16,"10.1016/j.jclepro.2020.124099","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091214820&doi=10.1016%2fj.jclepro.2020.124099&partnerID=40&md5=53a037f8d572bc9d3dddc747fbd7dffb","HortSys, Univ Montpellier, CIRAD, Montpellier, France; CIRAD, UPR HortSys, Le Lamentin, Martinique, F-97232, France; ELSA, Research Group for Environmental Life Cycle Sustainability Assessment, 2 Place Pierre Viala, Montpellier, 34060, France; CIRAD, UPR HortSys, Montpellier, F-34398, France; Montpellier SupAgro, 2 Place Pierre Viala, Montpellier Cedex 02, 34060, France; Irstea, 2 Place Pierre Viala, Montpellier Cedex 02, 34060, France; Quantitative Sustainability Assessment, Department of Technology, Management and Economics, Technical University of Denmark, Produktionstorvet 424, Kgs Lyngby, 2800, Denmark","Gentil, C., HortSys, Univ Montpellier, CIRAD, Montpellier, France, CIRAD, UPR HortSys, Le Lamentin, Martinique, F-97232, France, ELSA, Research Group for Environmental Life Cycle Sustainability Assessment, 2 Place Pierre Viala, Montpellier, 34060, France; Basset-Mens, C., HortSys, Univ Montpellier, CIRAD, Montpellier, France, ELSA, Research Group for Environmental Life Cycle Sustainability Assessment, 2 Place Pierre Viala, Montpellier, 34060, France, CIRAD, UPR HortSys, Montpellier, F-34398, France; Manteaux, S., HortSys, Univ Montpellier, CIRAD, Montpellier, France, CIRAD, UPR HortSys, Le Lamentin, Martinique, F-97232, France, Montpellier SupAgro, 2 Place Pierre Viala, Montpellier Cedex 02, 34060, France; Mottes, C., HortSys, Univ Montpellier, CIRAD, Montpellier, France, CIRAD, UPR HortSys, Le Lamentin, Martinique, F-97232, France; Maillard, E., Montpellier SupAgro, 2 Place Pierre Viala, Montpellier Cedex 02, 34060, France, Irstea, 2 Place Pierre Viala, Montpellier Cedex 02, 34060, France; Biard, Y., HortSys, Univ Montpellier, CIRAD, Montpellier, France, ELSA, Research Group for Environmental Life Cycle Sustainability Assessment, 2 Place Pierre Viala, Montpellier, 34060, France, CIRAD, UPR HortSys, Montpellier, F-34398, France; Fantke, P., Quantitative Sustainability Assessment, Department of Technology, Management and Economics, Technical University of Denmark, Produktionstorvet 424, Kgs Lyngby, 2800, Denmark","The environmental evaluation of fruits and vegetables in life cycle assessment (LCA) requires a proper estimation of pesticide emissions and associated (eco-)toxicity impacts. In response, we developed an approach to consistently combine state-of-the-art emission inventory and impact assessment models for assessing human toxicity and freshwater ecotoxicity impacts from pesticide applications, and tested our approach in an LCA case study on pesticides applied to an open-field tomato produced in Martinique (French West Indies). Our results show that impact scores vary over several orders of magnitude, mainly as function of differences in pesticide properties and application time in relation to crop growth stage. Overall, impacts related to pesticide field emissions leading to exposure to pesticide residues in crop harvest are a main contributor to LCA performance results for tomato produced in Martinique, with fertilizer and packaging manufacturing as other dominating aspects. While the proposed approach is applicable to refine currently LCA methods for assessing pesticides, large uncertainties remain. These are mostly related to the parametrization of impact factors for tropical species. Based on our findings, we recommend using initial emission distribution fractions in combination with steady-state characterization factors for environmental emissions and with time-dependent characterization factors for pesticide residues in crop harvest in LCA, while further improving the use of secondary emission fractions to allow for better consideration of local field, soil and climate characteristics. © 2020 Elsevier Ltd","Active ingredient; Human health; Life cycle assessment; Modeling; Tropical conditions","Crops; Fruits; Life cycle; Secondary emission; Toxicity; Uncertainty analysis; Characterization factors; Climate characteristics; Emission distribution; Environmental emissions; Environmental evaluation; Fruits and vegetables; Life Cycle Assessment (LCA); Pesticide applications; Pesticides",Article,"Final","",Scopus,2-s2.0-85091214820
"Schmidt J., De Rosa M.","20434526000;57021000900;","Certified palm oil reduces greenhouse gas emissions compared to non-certified",2020,"Journal of Cleaner Production","277",,"124045","","",,23,"10.1016/j.jclepro.2020.124045","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091122528&doi=10.1016%2fj.jclepro.2020.124045&partnerID=40&md5=e44154394a8296a0a9f3183d1b5bdb2e","Aalborg University, Rendsburggade, Aalborg, 14 9000, Denmark","Schmidt, J., Aalborg University, Rendsburggade, Aalborg, 14 9000, Denmark; De Rosa, M., Aalborg University, Rendsburggade, Aalborg, 14 9000, Denmark","Consumers are increasingly demanding products containing palm oil produced without harm to the environment. The industry response to this demand has been the creation of the Roundtable on Sustainable Palm Oil (RSPO) and the development of a certification system to ensure sustainable palm oil production. However, currently there is no scientific evidence of the benefit gained through the RSPO certification schema. This paper quantifies the environmental impacts of RSPO certified and non-certified through a detailed Life Cycle Assessment (LCA) of 1 kg of RBD palm oil to factory gate, produced in Indonesia and Malaysia in 2016, to identify potential benefits and trade-offs of RSPO certification. The ISO 14040/14044 compliant LCA is carried out following both a consequential and an attributional LCA approach. The inventory model presents a high level of detail. Primary inventory data describing the certified production system are obtained from RSPO assessment reports, covering 73% (634 estates) of the certified estate, including 111 smallholders, and 58% (165 oil mills) of the certified mills. Data for the total industrial production are drawn from national statistics and scientific literature. The non-certified flows are derived by subtracting the certified flows from the total industry flows. The consequential results show that RSPO certified oil reduces GHG emission by 35% compared to non-certified i.e. 3.41 (2.61–4.48) kg CO2 eq./kg for certified vs 5.34 (3.34–8.16) kg CO2 eq./kg for non-certified. Based on a thorough data quality assessment and uncertainty analysis, this result is deemed sufficiently robust and thus conclusive. Certified production achieves the largest GHG emissions reduction because of higher yields, i.e. less land use per unit of product, less oil palm cultivated on peat soil and higher share of palm oil mill effluents treated with biogas capture technologies. We also found that nature occupation is reduced by 20% in certified production while respiratory inorganic is slightly higher (3%) in certified production, due to the larger use of fertilisers. For other impact categories, results are associated with a larger uncertainty and therefore shall be considered as indicative. Similar results are found in attributional modelling. © 2020 Elsevier Ltd","Biodiversity; Carbon footprint; GHG emissions; Palm oil; RSPO certified","Carbon dioxide; Economic and social effects; Economics; Effluents; Emission control; Gas emissions; Greenhouse gases; Land use; Life cycle; Petroleum industry; Soils; Sustainable development; Uncertainty analysis; Certification systems; Data quality assessment; Industrial production; Life Cycle Assessment (LCA); National statistics; Palm oil mill effluents; Scientific evidence; Scientific literature; Palm oil",Article,"Final","",Scopus,2-s2.0-85091122528
"Li M., Li Y.-W., Yu X.-L., Xiang L., Zhao H.-M., Yan J.-F., Feng N.-X., Xu M.-Y., Cai Q.-Y., Mo C.-H.","57015756100;36079184400;57216362747;54419362600;57218546873;57219024601;56814373400;57193514360;16041741600;55608345800;","Enhancing bioelectricity generation of bio-electrochemical reactors using porous nickel-based composite as effective oxygen reduction catalyst",2020,"Journal of Cleaner Production","277",,"124137","","",,4,"10.1016/j.jclepro.2020.124137","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091111268&doi=10.1016%2fj.jclepro.2020.124137&partnerID=40&md5=121503f778a558b0ab019760621b0ef0","Guangdong Provincial Research Center for Environment Pollution Control and Remediation Materials, College of Life Science and Technology, Jinan University, Guangzhou, 510632, China; Guangdong Provincial Key Laboratory of Petrochemical Pollution Processes and Control, School of Environmental Science and Engineering, Guangdong University of Petrochemical Technology, Maoming, Guangdong  525000, China; Department of Environmental Engineering, Technical University of Denmark, Building 113, Lyngby, DK-2800, Denmark","Li, M., Guangdong Provincial Research Center for Environment Pollution Control and Remediation Materials, College of Life Science and Technology, Jinan University, Guangzhou, 510632, China; Li, Y.-W., Guangdong Provincial Research Center for Environment Pollution Control and Remediation Materials, College of Life Science and Technology, Jinan University, Guangzhou, 510632, China; Yu, X.-L., Guangdong Provincial Key Laboratory of Petrochemical Pollution Processes and Control, School of Environmental Science and Engineering, Guangdong University of Petrochemical Technology, Maoming, Guangdong  525000, China; Xiang, L., Guangdong Provincial Research Center for Environment Pollution Control and Remediation Materials, College of Life Science and Technology, Jinan University, Guangzhou, 510632, China; Zhao, H.-M., Guangdong Provincial Research Center for Environment Pollution Control and Remediation Materials, College of Life Science and Technology, Jinan University, Guangzhou, 510632, China; Yan, J.-F., Guangdong Provincial Research Center for Environment Pollution Control and Remediation Materials, College of Life Science and Technology, Jinan University, Guangzhou, 510632, China; Feng, N.-X., Guangdong Provincial Research Center for Environment Pollution Control and Remediation Materials, College of Life Science and Technology, Jinan University, Guangzhou, 510632, China; Xu, M.-Y., Department of Environmental Engineering, Technical University of Denmark, Building 113, Lyngby, DK-2800, Denmark; Cai, Q.-Y., Guangdong Provincial Research Center for Environment Pollution Control and Remediation Materials, College of Life Science and Technology, Jinan University, Guangzhou, 510632, China; Mo, C.-H., Guangdong Provincial Research Center for Environment Pollution Control and Remediation Materials, College of Life Science and Technology, Jinan University, Guangzhou, 510632, China","Microbial fuel cell as a sustainable microbial-electrochemical reactor can harvest bio-power from wastewater by the oxidation of electro-active bacteria on the anode, while its power output is greatly relying on the oxygen reduction reaction performance of the cathode electro-catalysts. Here, the dahlia flower-like nickel-based composites have been synthesized through a hydrothermal reaction, and was used as an efficient oxygen reduction reaction catalyst in a single chamber microbial fuel cell. The physical characterization of surface structure suggests the composites have successfully prepared. The MFC with Ni-melamine cathode can achieve obviously higher power density of 378.08 mW m−2 than those of Ni-urea cathode (244.02 mW m−2) and Ni-dicyandiamide cathode (201.67 mW m−2). A series of electrochemical characterization suggests that Ni-melamine electrode possesses larger electrochemical active surface area, lower charge transfer resistance, and higher oxygen reduction performance than those of Ni-urea electrode and Ni-dicyandiamide electrode. The electrochemical measurements have also demonstrated that nickel-melamine composites can be involved in oxygen reduction reaction via a four-electron route due to the high-efficient electrocatalytic activity. In addition, the maximum power density of nickel-based composites is obviously increased with an increase of catalysts coating amounts. When the loading amounts are 4 mg cm−2, the power density for nickel-based composites is improved to 1421.4 mW m−2, which is 1.68 times higher than that of Pt/C due to the introduction of oxygen vacancies and nitrogen element. Thus, nickel-based composite is an effective and promising catalyst material for microbial fuel cell to substitute Pt/C for oxygen reduction reaction application. © 2020 Elsevier Ltd","Microbial fuel cells; Nickel-based composites; Oxygen reduction performance; Stability","Catalysts; Cathodes; Charge transfer; Electrolytic reduction; Electrophysiology; Metabolism; Nickel coatings; Nickel compounds; Oxygen reduction reaction; Oxygen vacancies; Surface structure; Urea; Urea electrodes; Bio-electrochemical reactors; Charge transfer resistance; Electrocatalytic activity; Electrochemical active surface areas; Electrochemical characterizations; Electrochemical measurements; Oxygen reduction catalysts; Physical characterization; Microbial fuel cells",Article,"Final","",Scopus,2-s2.0-85091111268
"Zhang H., Liu G., Xue L., Zuo J., Chen T., Vuppaladadiyam A., Duan H.","57276245700;57201565364;36684312200;23020460400;55687665700;56316427300;23977609900;","Anaerobic digestion based waste-to-energy technologies can halve the climate impact of China's fast-growing food waste by 2040",2020,"Journal of Cleaner Production","277",,"123490","","",,26,"10.1016/j.jclepro.2020.123490","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091081444&doi=10.1016%2fj.jclepro.2020.123490&partnerID=40&md5=c6a0428ba245d4f264e46da521afb458","College of Civil Engineering, Shenzhen University, Shenzhen, 518060, China; School of Chemistry and Environmental Engineering, Wuhan Institute of Technology, Wuhan, 430205, China; SDU Life Cycle Engineering, Department of Chemical Engineering, Biotechnology, and Environmental Technology, University of Southern Denmark, Odense, 5230, Denmark; Institute of Geographic Sciences and Natural Resources Research, Chinese Academy of Sciences, Beijing, 100101, China; School of Architecture and Built Environment, The University of AdelaideSA  5005, Australia; School of Environment Science & Engineering, Zhejiang Gongshang University, Hangzhou, 310012, China","Zhang, H., College of Civil Engineering, Shenzhen University, Shenzhen, 518060, China, School of Chemistry and Environmental Engineering, Wuhan Institute of Technology, Wuhan, 430205, China; Liu, G., SDU Life Cycle Engineering, Department of Chemical Engineering, Biotechnology, and Environmental Technology, University of Southern Denmark, Odense, 5230, Denmark; Xue, L., Institute of Geographic Sciences and Natural Resources Research, Chinese Academy of Sciences, Beijing, 100101, China; Zuo, J., School of Architecture and Built Environment, The University of AdelaideSA  5005, Australia; Chen, T., School of Environment Science & Engineering, Zhejiang Gongshang University, Hangzhou, 310012, China; Vuppaladadiyam, A., College of Civil Engineering, Shenzhen University, Shenzhen, 518060, China; Duan, H., College of Civil Engineering, Shenzhen University, Shenzhen, 518060, China","Food waste (FW) has become a global sustainability challenge due partly to its significant environmental impacts (e.g., greenhouse gas (GHG) emissions) from traditional treatment methodologies such as landfill and incineration. This is particularly the case for developing countries, for example over 90% of FW in China is currently blended with municipal solid waste and disposed of by landfilling and incineration. The anaerobic digestion (AD) technologies for energy recovery, however, has often been identified as an effective approach for mitigating FW treatment related GHG emissions. In order to benchmark and quantify such reduction potentials, a dynamic model has been built to characterize the generation and flow of FW and treatment associated GHG emissions in China from 2001 to 2040. Our results show that the total FW generation from household and catering sectors reached 170 ± 30 Mt in 2018 and will steadily increase to approximately 220 ± 42 Mt by 2040. Accordingly, the FW treatment related GHG emissions reached 137 ± 26 Mt CO2e in 2018 and would rise to approximately 180 Mt±33 CO2e by 2040 if waste management continues with the current pattern in a Business As Usual (BAU) scenario. Compared to the BAU scenario, the scenarios subject to AD technology implementation (from conservative to optimistic) could significantly reduce GHG emissions and ensure a proportional contribution of this sector to China's national emission reduction goal (55% by 2025 and 65% by 2030 compared to 2005). Specifically, a cumulative amount of approximately 1.9 Bt CO2e could be mitigated between 2019 and 2040 under the optimistic scenario (with 60%, 80%, and 80%, respectively, of household food waste, catering food waste, and waste cooking oil treated by AD). These findings could not only inform evidence-based policy making to facilitate the waste-to-energy development for FW treatment in China, but also shed light on the sustainable FW management and AD technology implementation in other developing countries. © 2020 Elsevier Ltd","Anaerobic digestion; Climate change mitigation; Food waste; Greenhouse emissions; Waste management","Anaerobic digestion; Developing countries; Emission control; Food waste; Gas emissions; Greenhouse gases; Municipal solid waste; Oils and fats; Sustainable development; Thermal processing (foods); Cumulative amount; Effective approaches; Emission reduction; Global sustainability; Reduction potential; Technology implementation; Waste cooking oil; Waste to energy technologies; Waste incineration",Article,"Final","",Scopus,2-s2.0-85091081444
"Geissdoerfer M., Pieroni M.P.P., Pigosso D.C.A., Soufani K.","57191488230;57190254889;34979361600;7801507324;","Circular business models: A review",2020,"Journal of Cleaner Production","277",,"123741","","",,114,"10.1016/j.jclepro.2020.123741","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090587831&doi=10.1016%2fj.jclepro.2020.123741&partnerID=40&md5=0679b09d0ae5c98bbbcce2b5936169ff","University of Cambridge, Circular Economy Centre, Judge Business School, Trumpington St, Cambridge, CB2 1AG, United Kingdom; Technical University of Denmark (DTU), Department of Mechanical Engineering, Nils Koppels Alle 404 / Room 231, Kgs, Lyngby, DK- 2800, Denmark","Geissdoerfer, M., University of Cambridge, Circular Economy Centre, Judge Business School, Trumpington St, Cambridge, CB2 1AG, United Kingdom; Pieroni, M.P.P., Technical University of Denmark (DTU), Department of Mechanical Engineering, Nils Koppels Alle 404 / Room 231, Kgs, Lyngby, DK- 2800, Denmark; Pigosso, D.C.A., Technical University of Denmark (DTU), Department of Mechanical Engineering, Nils Koppels Alle 404 / Room 231, Kgs, Lyngby, DK- 2800, Denmark; Soufani, K., University of Cambridge, Circular Economy Centre, Judge Business School, Trumpington St, Cambridge, CB2 1AG, United Kingdom","The Circular Economy is gaining traction in academia, industry, and policy making as an alternative model that minimises resource depletion, waste, and emissions. To implement the concept on the organisational level, business models are an important leverage. A body of literature has emerged investigating the notion of circular business model and circular business model innovation, however, there is considerable lack of clarity about their theoretical conceptualisation. To address this and systematise the state-of-the-art of the nascent field of circular business models and circular business model innovation, we have reviewed this literature, employing systematic database searches and cross-reference snowballing. Our contributions to conceptual clarity are: (1) an overview of the history of the concepts of circular business model and circular business model innovation, (2) an overview and synthesis of definitions of circular business model and circular business model innovation, and (3) an overview and synthesis of conceptual frameworks for circular business model and circular business model innovation. © 2020 The Author(s)","Business model innovation; Circular business model; Circular economy; Review; Sustainable business model","Industrial engineering; Production engineering; Business model innovation; Business modeling; Circular economy; Conceptual frameworks; Database searches; Organisational level; Resource depletion; State of the art; Search engines",Review,"Final","",Scopus,2-s2.0-85090587831
"Xu D., Li W., Dong L., Yang Y.","56299218300;57211118674;25222595600;49964905300;","Developing a composite energy security index for measuring China’s integrated energy security performances from 2002 to 2016",2020,"China’s Energy Security: Analysis, Assessment And Improvement",,,,"139","172",,1,"10.1142/9781786349224_0006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85108935908&doi=10.1142%2f9781786349224_0006&partnerID=40&md5=fc8e63afcd9e64a3291ec32750d1d568","School of Chemistry and Chemical Engineering, Chongqing University of Science & Technology, Chongqing, China; School of Chemistry and Chemical Engineering,, Chongqing University, Chongqing, China; Department of Sociology, Environmental and Business Economics, University of Southern Denmark, Niels Bohrs Vej 9, Esbjerg, DK-6700, Denmark","Xu, D., School of Chemistry and Chemical Engineering, Chongqing University of Science & Technology, Chongqing, China; Li, W., School of Chemistry and Chemical Engineering,, Chongqing University, Chongqing, China; Dong, L., School of Chemistry and Chemical Engineering,, Chongqing University, Chongqing, China; Yang, Y., Department of Sociology, Environmental and Business Economics, University of Southern Denmark, Niels Bohrs Vej 9, Esbjerg, DK-6700, Denmark","Energy security plays a critical role in the development of China. Therefore, this chapter aims at examining how China’s energy security performances have changed over a certain period by proposing a composite energy security index, which uses 18 indicators from six dimensions. Subsequently, the method of CRITIC (Criteria Importance Through Inter-criteria Correlation) is suggested to determine the indicators’ weights for synthesizing the composite index, where the numerical data of the indicators can be fully utilized for determining their relative importance. After that, a fusion aggregation method is introduced to integrate the weighted indicators into the composite index by combining three well-practiced MCDM (multi-criteria decision-making) approaches, and this offers a reliable way for measuring China’s historical energy security. On the basis of the proposed index, an empirical study of China’s energy security was conducted, which demonstrated that the performances in 2013, 2012, and 2002 might be the top three best, while the performance in 2008 could be the worst. A sensitivity analysis was also carried out to test how China’s energy security has changed in the past years. © 2021 by World Scientific Publishing Europe Ltd.","China’s energy security; CRITIC; Energy security index; Multi-criteria decision-making",,Book Chapter,"Final","",Scopus,2-s2.0-85108935908
"Bhattacharyya S.S., Verma S.","35309211100;57190280103;","Firm–civil society organizational collaborations in the context of corporate social responsibility (CSR) initiatives; development of collaboration typology",2020,"World Journal of Entrepreneurship, Management and Sustainable Development","16","4",,"359","375",,2,"10.1108/WJEMSD-12-2019-0101","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097561316&doi=10.1108%2fWJEMSD-12-2019-0101&partnerID=40&md5=754b37fc870cd568c9ec42962607a6e0","Department of Strategic Management, National Institute of Industrial Engineering (NITIE), Mumbai, India; Center of Integrative Innovation Management, Department of Marketing and Management, University of Southern Denmark, Odense, Denmark","Bhattacharyya, S.S., Department of Strategic Management, National Institute of Industrial Engineering (NITIE), Mumbai, India; Verma, S., Center of Integrative Innovation Management, Department of Marketing and Management, University of Southern Denmark, Odense, Denmark","Purpose: Business firms operate in society not only for market gains but also for generating positive social externalities. Civil society organisations (CSO) have helped society to develop across various spheres of influence. The concept of corporate social responsibility (CSR) ushered in an era wherein both business economic objectives as well as socio-environmental responsibilities of firms were prioritized simultaneously. The path of firms and CSOs intersected through CSR. In this work, the authors develop a typology on firm–CSO collaboration regarding CSR initiatives. Design/methodology/approach: The authors through a twin approach of systematic literature review (SLR) with qualitative study developed a categorization of collaborations between a firm and a CSO in the context of CSR engagements. Apart from the SLR, the authors undertook two focus group discussions (FGD) with CSR experts (engaged in firm–CSO collaboration). This was done with a semi-structured discussion agenda frame. The data were content analysed for thematic aspects. Thus, both SLR as well as FGD outputs were considered for the study results. Findings: The authors found six elements in firm–CSO collaboration and seven archetypes of collaboration. The six elements were CSR action elements (CSRAE) consisting of CSR agenda (CSRA), CSR resources (CSRR), CSR capabilities (CSRC), CSR Pprocess (CSRP), CSR monitoring (CSRM) and CSR stakeholder engagement (CSRSE). The seven typologies were CSO as auditor, outsourcing of CSR, CSO-driven CSR, joint CSR, support to CSO for CSR,guided support to CSO and coordinated CSR. Research limitations/implications: Doty and Glick, (1994) had undertaken a seminal work on theory building based upon the unique method of application of typologies. Doty and Glick, (1994) elucidated how application of typologies could through a typology study enhance the scope and level for understanding and modelling in a contextual domain involving theory. This study was a step in this direction in the context of firm–CSO collaboration in the context of CSR initiatives. Practical implications: This study would help managers from both CSOs and business firms to comprehend in which sphere they were required to collaborate like in resource /capabilities deployment or in designing CSR agendas or CSR process or CSR monitoring or in stakeholder engagement during CSR management. This typology would enable managers to comprehend what would be the most suitable form of collaboration between a firm and a CSO for a specific CSR engagement. Originality/value: This is one of the first studies that theorizes regarding firm–CSO collaboration in the context of CSR initiatives both in terms of the collaboration building block elements as well as typology presented. © 2020, Emerald Publishing Limited.","Civil society organisation; Collaborative framework; Corporate social responsibility; Typology",,Article,"Final","",Scopus,2-s2.0-85097561316
"Windahl C., Karpen I.O., Wright M.R.","14053332100;53979853400;57216210020;","Strategic design: orchestrating and leveraging market-shaping capabilities",2020,"Journal of Business and Industrial Marketing","35","9",,"1413","1424",,14,"10.1108/JBIM-03-2019-0133","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082819164&doi=10.1108%2fJBIM-03-2019-0133&partnerID=40&md5=df49ac9109eca8fc96aa34ca9a9dcf79","Department of Marketing, The University of Auckland Business School, Auckland, New Zealand; Graduate School of Business and Law, RMIT University, Melbourne, Australia and Department of Marketing, Copenhagen Business School, Frederiksberg, Denmark; Graduate School of Business and Law, RMIT University, Melbourne, Australia","Windahl, C., Department of Marketing, The University of Auckland Business School, Auckland, New Zealand; Karpen, I.O., Graduate School of Business and Law, RMIT University, Melbourne, Australia and Department of Marketing, Copenhagen Business School, Frederiksberg, Denmark; Wright, M.R., Graduate School of Business and Law, RMIT University, Melbourne, Australia","Purpose: This paper aims to conceptualise the interplay of strategic design and market-shaping capabilities. Design/methodology/approach: Drawing on the emergent scholarly discourses related to strategic design and dynamic markets, this paper merges a contemporary view of markets and market-shaping capabilities with a conceptual exploration of strategic design. Findings: This paper proposes that the strategic design process can shape markets through orchestrating and leveraging market-shaping capabilities. Specifically, it highlights how these capabilities trigger and facilitate purposeful intent; situated and systemic understanding; and collective collaboration. Practical implications: Furthering the notion of strategic design, this paper contributes to clarifying how to interpret and use design as a strategic practice in business management. Originality/value: This paper identifies strategic design as an innovative approach for creating future value-creating systems or markets, and as such, it develops a process framework for market-shaping capabilities, addressing the “how” of market shaping. © 2020, Emerald Publishing Limited.","Dynamic capabilities; Market shaping; Strategic design; Value creation",,Article,"Final","",Scopus,2-s2.0-85082819164
