Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Document Type,Publication Stage,Open Access,Source,EID
"Bolatan G.I.S., Golgeci I., Arslan A., Tatoglu E., Zaim S., Gozlu S.","57430962600;55851118000;36619634600;8545159800;7004187773;6505897809;","Unlocking the relationships between strategic planning, leadership and technology transfer competence: the mediating role of strategic quality management",2022,"Journal of Knowledge Management","26","11",,"89","113",,1,"10.1108/JKM-12-2020-0897","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85128399677&doi=10.1108%2fJKM-12-2020-0897&partnerID=40&md5=b2bb4b108ab6809c525f1cbd49febd2b","Department of, Alanya Alaaddin Keykubat University, Antalya, Turkey; Department of Business Development and Technology, Aarhus Universitet Business and Social Sciences, Aarhus, Denmark; Department of Marketing, Management and International Business, University of Oulu, Oulu, Finland; College of Business Administration, Gulf University for Science and Technology, Mishref, Kuwait and School of Business, Ibn Haldun University, Istanbul, Turkey; Department of, Istanbul Sabahattin Zaim University, Istanbul, Turkey; Department of Management Engineering, Istanbul Technical University, Istanbul, Turkey","Bolatan, G.I.S., Department of, Alanya Alaaddin Keykubat University, Antalya, Turkey; Golgeci, I., Department of Business Development and Technology, Aarhus Universitet Business and Social Sciences, Aarhus, Denmark; Arslan, A., Department of Marketing, Management and International Business, University of Oulu, Oulu, Finland; Tatoglu, E., College of Business Administration, Gulf University for Science and Technology, Mishref, Kuwait and School of Business, Ibn Haldun University, Istanbul, Turkey; Zaim, S., Department of, Istanbul Sabahattin Zaim University, Istanbul, Turkey; Gozlu, S., Department of Management Engineering, Istanbul Technical University, Istanbul, Turkey","Purpose: This study aims to investigate the relationships between firms’ strategic planning (SP), leadership and technology transfer competence (TTC) by specifically incorporating the mediating role of strategic quality management (SQM). Design/methodology/approach: This study performs structural equation modeling using AMOS on survey data collected from 200 Turkish firms operating in multiple industries and sectors. Findings: This study finds that leadership in Turkish firms operating in multiple sectors is positively associated with SQM. This study further finds that SQM positively influences Turkish firms’ TTC and mediates the roles of SP and leadership in TTC. Research limitations/implications: A key research implication from this study relates to the mediating role of SQM in TTC in an emerging economy context. This study highlights that SP and leadership can play an essential role in TTC through the mediating mechanism of SQM. Consequently, SQM emerges as a crucial linking pin in conveying the impact of quality management practices on technology transfer in emerging markets. Practical implications: An essential managerial implication of this study relates to the critical roles of leadership, SP and SQM in TTC. For the managers of firms operating in a relatively uncertain emerging context such as Turkey, it is essential to adopt a supportive and empowering leadership style, where open communication and innovative activities are viewed positively and SQM is adopted holistically. Also, SP should be streamlined throughout the firm and followed by SQM to support TTC. Originality/value: This paper links the technology (and knowledge) management and the strategy and leadership literature streams by focusing on the mechanisms of technology transfer and delving into the linkages between SQM, leadership, SP and TTC. It specifically presents SP and leadership as precursors to SQM in their joint influence on TTC. Accordingly, this research bridges technology, strategy and leadership research and provides a broader picture of technology transfer that encompasses the joint role of different processes in firms’ TTC. © 2022, Gulin Idil Sonmezturk Bolatana, Ismail Golgeci, Ahmad Arslan, Ekrem Tatoglu, Selim Zaim and Sitki Gozlu.","Leadership; Strategic planning; Strategic quality management; Technology transfer competence; Turkish firms",,Article,"Final","",Scopus,2-s2.0-85128399677
"Arslan A., Golgeci I., Khan Z., Ahokangas P., Haapanen L.","36619634600;55851118000;56189972400;55037336700;55032133000;","COVID-19 driven challenges in international B2B customer relationship management: empirical insights from Finnish high-tech industrial microenterprises",2022,"International Journal of Organizational Analysis","30","7",,"49","66",,5,"10.1108/IJOA-04-2021-2719","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85112728989&doi=10.1108%2fIJOA-04-2021-2719&partnerID=40&md5=cda5c3e29d0d7ec9d6d486cd91c58e46","Department of Marketing, Management and International Business, University of Oulu, Oulu, Finland; Department of Business Development and Technology, Aarhus University, Herning, Denmark; Business School, University of Aberdeen, Aberdeen, United Kingdom; Martti Ahtisaari Institute, University of Oulu, Oulu, Finland","Arslan, A., Department of Marketing, Management and International Business, University of Oulu, Oulu, Finland; Golgeci, I., Department of Business Development and Technology, Aarhus University, Herning, Denmark; Khan, Z., Business School, University of Aberdeen, Aberdeen, United Kingdom; Ahokangas, P., Martti Ahtisaari Institute, University of Oulu, Oulu, Finland; Haapanen, L., Department of Marketing, Management and International Business, University of Oulu, Oulu, Finland","Purpose: This paper aims to focus on the influences of the COVID-19 pandemic on business-to-business (B2B) firms’ relationship initiation and customer relationship management in an under-explored and unique context of high-tech industrial microenterprises. The authors analyze the challenges posed by the COVID-19 pandemic in the specific context of B2B relationship initiation and customer relationship management dynamics by examining Finnish B2B industrial microenterprises. Design/methodology/approach: The paper uses exploratory in-depth case studies undertaken in three Finnish industrial microenterprises to analyze the influences of the COVID-19 pandemic on their new business relationship initiation and relationship management with the current customers. Findings: The case firms quickly adjusted to the “new normal” and used a number of technological resources, including online meetings and three-dimensional demonstrations, among others. A key reason for this quick adjustment was them being microenterprises. However, despite this, lack of access to customer sites remained a hindrance as their products need to fit certain production processes, which cannot be done without physical visits. Furthermore, the development of trust with new customers, especially those based in emerging markets, was challenging due to the lack of physical meetings and site visits. Research limitations/implications: The research highlights the challenges posed by the COVID-19 pandemic to B2B relationships and gives an account of the changing dynamics of relationship initiation and customer relationship management amid technological and societal disruptions. It also highlights the continued role of personal relationships and psychical meetings in such relationships. As such, the research informs B2B research that examines the role of personal relationships in B2B marketing. Practical implications: The study offers industrial microenterprise executives insights into how to face and tackle COVID-19 driven challenges in B2B customer relationship management and how to integrate technological tools in relationship management practices while understanding where face-to-face meetings are indispensable. Originality/value: The study demonstrates areas in which virtual tools can and cannot be substitutes for conventional means of B2B relationship initiation and customer relationship management across developed and emerging markets. It also highlights the specificities of industrial microenterprises and their business development and customer relationship management dynamics mechanisms, a research area that has been rather ignored by prior studies. © 2021, Ahmad Arslan, Ismail Golgeci, Zaheer Khan, Petri Ahokangas and Lauri Haapanen.","B2B relationships; Business-to-business marketing; COVID-19; COVID-19; Customer relationship management; Microenterprises; Microenterprises; Trust",,Article,"Final","",Scopus,2-s2.0-85112728989
"Arslan A., Kamara S., Golgeci I., Tarba S.Y.","36619634600;57224519343;55851118000;6503974503;","Civil society organisations’ management dynamics and social value creation in the post-conflict volatile contexts pre and during COVID-19",2022,"International Journal of Organizational Analysis","30","7",,"20","33",,3,"10.1108/IJOA-01-2021-2573","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85107730280&doi=10.1108%2fIJOA-01-2021-2573&partnerID=40&md5=4599b1183fc207c0484dd16f00eef8db","Department of Marketing, Management and International Business, Oulu Business School, University of Oulu, Oulu, Finland; Department of Business Development and Technology, Aarhus University, Aarhus, Denmark; Birmingham Business School, University of Birmingham, Birmingham, United Kingdom","Arslan, A., Department of Marketing, Management and International Business, Oulu Business School, University of Oulu, Oulu, Finland; Kamara, S., Department of Marketing, Management and International Business, Oulu Business School, University of Oulu, Oulu, Finland; Golgeci, I., Department of Business Development and Technology, Aarhus University, Aarhus, Denmark; Tarba, S.Y., Birmingham Business School, University of Birmingham, Birmingham, United Kingdom","Purpose: The current paper aims to address the management dynamics of civil society organisations (CSOs) in volatile contexts. Along with analysing CSOs’ management dynamics at a general level, it also offers specific insights into their management strategies in response to COVID-19 pandemic. Design/methodology/approach: This study uses a qualitative research design, where in-depth case studies are undertaken with four CSOs operating in post-conflict volatile Sub-Saharan African economies of Liberia and Sierra Leone. Findings: Findings revealed that multiple stakeholder management plays an important role in social value creation by CSOs. The findings further state that, in volatile contexts, CSOs appear to have more legitimacy than state functionaries due to their capabilities in dealing with political pressures and conflict sensitivities. The findings also revealed that case CSOs operating in Liberia and Sierra Leone were quick to respond to the COVID-19 pandemic by adjusting their working routines accordingly by switching to online working where possible and repurposing their management strategies. This repurposing of management strategies focussed on minimising economic disruptions caused by COVID-19 and continuing to create social value by helping youth and farmers particularly. Originality/value: This paper contributes to the extant literature by being one of the first studies, highlighting the specificities of CSO management in volatile (especially Sub-Saharan African post-conflict) contexts and contributes to the literature streams on multiple stakeholder management and social value creation. To the best of the authors’ knowledge, the current paper is also one the first study to address the management strategies of case CSOs in response to the ongoing Covid-19 pandemic in Liberia and Sierra Leone. © 2021, Ahmad Arslan, Samppa Kamara, Ismail Golgeci and Shlomo Yedidia Tarba.","Civil society organisations; Covid-19; Liberia; Management; Sierra Leone; Social value creation; Volatile",,Article,"Final","",Scopus,2-s2.0-85107730280
"Köhler S., Bager S., Pizzol M.","57211949161;57211816779;9840108300;","Sustainability standards and blockchain in agro-food supply chains: Synergies and conflicts",2022,"Technological Forecasting and Social Change","185",,"122094","","",,,"10.1016/j.techfore.2022.122094","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140141821&doi=10.1016%2fj.techfore.2022.122094&partnerID=40&md5=bfdad5fe50e0f7e1f4237aab38b46df3","Department of Planning, Aalborg University, Aalborg, Denmark; Georges Lemaître Centre for Earth and Climate Research, Université Catholique de Louvain, Louvain-la-Neuve, Belgium","Köhler, S., Department of Planning, Aalborg University, Aalborg, Denmark; Bager, S., Georges Lemaître Centre for Earth and Climate Research, Université Catholique de Louvain, Louvain-la-Neuve, Belgium; Pizzol, M., Department of Planning, Aalborg University, Aalborg, Denmark","Blockchain-based technologies have emerged as a mechanism for governing sustainability in agro-food supply chain, where voluntary sustainability standards have been the main governance mechanisms over the past decades. Despite a growing body of research on blockchain-based technologies, the relationship between these two mechanisms for supply chains remains poorly understood. Therefore, this study aims at addressing this research gap and explaining their interaction. We described and assessed 16 cases of blockchain-based technologies and voluntary sustainability standards against twelve sustainability-related assessment criteria. The results show that the relationship between blockchain-based technologies and voluntary sustainability standards can be co-existing, synergistic, and antagonistic. While most cases fall under the co-existing relationship, we identified a few cases with synergistic relationships, and one case with an antagonistic relationship. We explain each type of relation and show how the system architecture and goal of a blockchain-based technology implementation are key determinants of this relationship. This study can support stakeholders in agro-food supply chain in better understanding the application of blockchain-based technologies for sustainability governance in relation to existing voluntary sustainability standards. It can further inform those stakeholders of possibilities to constructively collaborate and focus on positive social and environmental impacts within agro-food supply chains. © 2022 The Authors","Blockchain technology; Ecolabels; Supply chain governance; Sustainability; Voluntary sustainability standards","Blockchain; Environmental impact; Food supply; Supply chains; Agro foods; Block-chain; Blockchain technology; Co-existing; Ecolabels; Food supply chain; Governance mechanisms; Growing bodies; Supply chain governances; Voluntary sustainability standard; Sustainable development",Article,"Final","",Scopus,2-s2.0-85140141821
"Damm A.P., Mattana E., Nielsen H.S.","25648998300;56034597300;7402493547;","Effects of school displacement on academic achievement and wellbeing of ethnic minorities",2022,"Labour Economics","79",,"102266","","",,,"10.1016/j.labeco.2022.102266","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139725953&doi=10.1016%2fj.labeco.2022.102266&partnerID=40&md5=74a4eebf1423e234dc02fe78e1e178d5","Department of Economics and Business Economics Trygfonden's Centre for Child Research and CIRRAU Aarhus University, Fuglesangs Allé 4, Aarhus, DK-8210, Denmark","Damm, A.P., Department of Economics and Business Economics Trygfonden's Centre for Child Research and CIRRAU Aarhus University, Fuglesangs Allé 4, Aarhus, DK-8210, Denmark; Mattana, E., Department of Economics and Business Economics Trygfonden's Centre for Child Research and CIRRAU Aarhus University, Fuglesangs Allé 4, Aarhus, DK-8210, Denmark; Nielsen, H.S., Department of Economics and Business Economics Trygfonden's Centre for Child Research and CIRRAU Aarhus University, Fuglesangs Allé 4, Aarhus, DK-8210, Denmark","We analyse short- and medium-term effects of school displacement on ethnic minority children with language support need. We implement a difference-in-differences strategy exploiting variation from closure of two school districts with high shares of ethnic minority pupils combined with a school assignment policy, which left some students residing in closed districts unaffected by the closure. We find strong detrimental effects of school displacement on academic achievement that persist throughout lower-secondary school and postpone high school enrolment. School displacement leads to higher absenteeism and lower wellbeing towards the end of lower-secondary school. We interpret our results as indicative of disruption and negative exposure effects: Taking pupils out of their local social environment and placing them in distant schools both in terms of peer characteristics and geographic distance, and with lower resources, lowers their academic achievement and wellbeing. © 2022 The Author(s)","Education; Immigration; Integration; Peer effects; School displacement; School resources",,Article,"Final","",Scopus,2-s2.0-85139725953
"Sun Q., Khoshnevisan B., Zhu J., Wang W., Liu Y., Pan J., Fan X., Zhang D., Wu M., Liu H.","57193418131;55604359100;57226008056;57918205400;57666541900;56467567300;57198812172;57221377446;57206619271;56440404300;","Comprehensive assessment of integrated rice-crayfish farming system as a new paradigm to air-water-food nexus sustainability",2022,"Journal of Cleaner Production","377",,"134247","","",,,"10.1016/j.jclepro.2022.134247","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139423645&doi=10.1016%2fj.jclepro.2022.134247&partnerID=40&md5=eab627d9141b7a57360c4349a999e2eb","Key Laboratory of Non-point Source Pollution Control, Ministry of Agriculture and Rural Affairs, Institute of Agricultural Resources and Regional Planning, Chinese Academy of Agricultural Sciences, Beijing, 100081, China; University of Southern Denmark, Institute of Chemical Engineering, Biotechnology and Environmental Technology, Campusvej 55, DK, Odense, 5230, Denmark; College of Agriculture, Yangtze University, Engineering Research Center of Ecology and Agricultural Use of Wet Land, Ministry of Education, Jingzhou, 434025, China; State Key Laboratory of Vegetation and Environmental Change, Institute of Botany, Chinese Academy of Sciences, Beijing, 100093, China; Institute of Plant Protection and Soil Fertilizer, Hubei Academy of Agricultural Sciences, Hubei Engineering Research Center for Agricultural Non-point Source Pollution Control, Wuhan, 430064, China; Institute of Agriculture Sciences in the Coastal Area Jiangsu, Jiangsu Academy of Agricultural Sciences, Yancheng, 224002, China; Changping Soil Quality National Observation and Research Station, Institute of Agricultural Resources and Regional Planning, Chinese Academy of Agricultural Sciences, Beijing, 100081, China","Sun, Q., Key Laboratory of Non-point Source Pollution Control, Ministry of Agriculture and Rural Affairs, Institute of Agricultural Resources and Regional Planning, Chinese Academy of Agricultural Sciences, Beijing, 100081, China, Changping Soil Quality National Observation and Research Station, Institute of Agricultural Resources and Regional Planning, Chinese Academy of Agricultural Sciences, Beijing, 100081, China; Khoshnevisan, B., University of Southern Denmark, Institute of Chemical Engineering, Biotechnology and Environmental Technology, Campusvej 55, DK, Odense, 5230, Denmark; Zhu, J., College of Agriculture, Yangtze University, Engineering Research Center of Ecology and Agricultural Use of Wet Land, Ministry of Education, Jingzhou, 434025, China; Wang, W., State Key Laboratory of Vegetation and Environmental Change, Institute of Botany, Chinese Academy of Sciences, Beijing, 100093, China; Liu, Y., Key Laboratory of Non-point Source Pollution Control, Ministry of Agriculture and Rural Affairs, Institute of Agricultural Resources and Regional Planning, Chinese Academy of Agricultural Sciences, Beijing, 100081, China, Changping Soil Quality National Observation and Research Station, Institute of Agricultural Resources and Regional Planning, Chinese Academy of Agricultural Sciences, Beijing, 100081, China; Pan, J., Key Laboratory of Non-point Source Pollution Control, Ministry of Agriculture and Rural Affairs, Institute of Agricultural Resources and Regional Planning, Chinese Academy of Agricultural Sciences, Beijing, 100081, China, Changping Soil Quality National Observation and Research Station, Institute of Agricultural Resources and Regional Planning, Chinese Academy of Agricultural Sciences, Beijing, 100081, China; Fan, X., Institute of Plant Protection and Soil Fertilizer, Hubei Academy of Agricultural Sciences, Hubei Engineering Research Center for Agricultural Non-point Source Pollution Control, Wuhan, 430064, China; Zhang, D., College of Agriculture, Yangtze University, Engineering Research Center of Ecology and Agricultural Use of Wet Land, Ministry of Education, Jingzhou, 434025, China, Institute of Agriculture Sciences in the Coastal Area Jiangsu, Jiangsu Academy of Agricultural Sciences, Yancheng, 224002, China; Wu, M., Institute of Plant Protection and Soil Fertilizer, Hubei Academy of Agricultural Sciences, Hubei Engineering Research Center for Agricultural Non-point Source Pollution Control, Wuhan, 430064, China; Liu, H., Key Laboratory of Non-point Source Pollution Control, Ministry of Agriculture and Rural Affairs, Institute of Agricultural Resources and Regional Planning, Chinese Academy of Agricultural Sciences, Beijing, 100081, China, Changping Soil Quality National Observation and Research Station, Institute of Agricultural Resources and Regional Planning, Chinese Academy of Agricultural Sciences, Beijing, 100081, China","Integrated rice-crayfish farming (IRCF) is becoming a popular agricultural production mode and has expanded rapidly in China. However, serious concerns over the ecologically and environmentally friendly development of IRCF are still growing. Despite its importance, there is no comprehensive assessment study of IRCF to evaluate if it is a green and sustainable development in agricultural sector. To address such concerns, the life cycle assessment method at the endpoint level and water footprint were employed to elucidate the potential environmental risk caused by the fast development of IRCF. Furthermore, the economic assessment was also carried out using cost-benefit analysis. The results showed that, IRCF systems have higher impacts in the human health damage category compared to rice monoculture (RM) systems. This was attributed to the higher direct field emissions such as methane emission and high-water consumption in IRCF. However, IRCF had lower environmental impacts in the ecosystem damage category than RM, primarily due to decreased fertilizer inputs. Water footprint was the primary concern in IRCF, with 379% higher water consumption than RM. The expansion of IRCF can affect food security for the following two reasons: i) Outer ridge and ditch that are built around rice fields decrease rice planting area and hence total production, ii) Crayfish occupy rice fields in winter and the following spring, so winter-season crops such as winter wheat cannot be grown in IRCF fields. Economic assessment approved that the gross profit is the main motivation for farmers to shift from RM to IRCF, where 297% higher economic benefit can be achieved. Our results indicated that IRCF expansion improved farmers’ income but came with potentially environmental and food security risks. Therefore, strict measures and rational land use planning should be implemented for the sustainable development of IRCF. © 2022 Elsevier Ltd","Crayfish; Paddy fields; Rice; Sustainable agriculture","Air; Cost benefit analysis; Crops; Economic and social effects; Environmental impact; Food supply; Fruits; Land use; Life cycle; Planning; Risk assessment; Shellfish; Comprehensive assessment; Crayfish; Economic assessments; Farming system; High water; Paddy fields; Rice; Sustainable agriculture; Water consumption; Water footprint; Sustainable development",Article,"Final","",Scopus,2-s2.0-85139423645
"Mahmoodi A., Nick H.M.","57205481093;24773550400;","The interplay between microbial reservoir souring and barite scale formation in hydrocarbon reservoirs",2022,"Journal of Cleaner Production","377",,"134234","","",,,"10.1016/j.jclepro.2022.134234","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139336241&doi=10.1016%2fj.jclepro.2022.134234&partnerID=40&md5=c14112f9a6587aaf0d698623b9aa17be","Danish Offshore Technology Centre (DTU-Offshore), Elektrovej, Bygning 375, Kgs. Lyngby2800, Denmark","Mahmoodi, A., Danish Offshore Technology Centre (DTU-Offshore), Elektrovej, Bygning 375, Kgs. Lyngby2800, Denmark; Nick, H.M., Danish Offshore Technology Centre (DTU-Offshore), Elektrovej, Bygning 375, Kgs. Lyngby2800, Denmark","The injection of seawater into a hydrocarbon reservoir (seawater flooding) as a secondary or tertiary oil recovery method is associated with two possibly significant challenges. First, the formation and deposition of various types of scale may happen due to incompatibility between the injection seawater and formation brine. Especially, the addition of sulfate ions may trigger the formation of various types of sulfate scales (e.g., barium sulfate, strontium sulfate, and calcium sulfate). Second, microbial reservoir souring may happen due to the activation of Sulfate Reducing Bacteria (SRBs), which reduce sulfate ions to hydrogen sulfide. This is mainly a result of a drop in temperature in the reservoir, the addition of sulfate from the seawater to the reservoir, and the presence of Dissolved Organic Carbon (DOC) coming from reservoir hydrocarbon. Since both these processes include the consumption of sulfate ions, a competition is expected to happen between them. Especially, there is a concern about whether an efficient mitigation strategy for souring (e.g., nitrate treatment) will result in less consumption of sulfate ions and in turn more formation of sulfate scales. This study tests this theory and investigates the effect of souring intensity and mitigation on the severity of barite scale formation inside the reservoir. In this study, a non-isothermal multi-component bio-chemical model to simultaneously simulate both the processes is developed. Several simulation cases in one and two dimensions are investigated in different conditions in order to study the effect of three influential parameters, namely sulfate ion concentration in the injection sweater, the DOC content of the reservoir hydrocarbon, and injection flow rate on barite scale formation, microbial reservoir souring, nitrate treatment, and the interplay among them. The results show that the effect of barite scale formation on reservoir souring is small (a maximum of 4 percent reduction in the total generated hydrogen sulfide) whereas reservoir souring and nitrate treatment significantly influence barite formation. Depending on the case, the presence of souring can cause a complete removal of barite scale especially around the production well (positive effect) or a maximum of 8 times increase in barite scale amount around the production well (negative effect). Moreover, in all cases, with a more efficient nitrate treatment, although less hydrogen sulfide is generated inside the reservoir (up to a full removal of souring), the generation zone moves closer to the production well. Therefore, an insufficient nitrate treatment may cause an earlier hydrogen sulfide production from the production well (up to twice as early). Several other trends observed in the set of results are also presented in this paper. © 2022 The Authors","Barium sulfate scale; Hydrogen sulfide; Nitrate treatment; Reservoir modelling; Sulfate reducing bacteria","Bacteria; Barium sulfate; Calcium compounds; Hydrocarbons; Ions; Nitrates; Oil well flooding; Organic carbon; Petroleum reservoirs; Reservoirs (water); Seawater; Strontium compounds; Barite scale; Barium sulphate scale; Dissolved organic carbon; Hydrocarbon reservoir; Nitrate treatments; Production wells; Reservoir models; Scale formation; Sulphate ion; Sulphate reducing bacteria; Hydrogen sulfide",Article,"Final","",Scopus,2-s2.0-85139336241
"Ohms P.K., Laurent A., Hauschild M.Z., Ryberg M.W.","57200622147;37064653300;57204577690;55698504100;","Consumption-based screening of climate change footprints for cities worldwide",2022,"Journal of Cleaner Production","377",,"134197","","",,,"10.1016/j.jclepro.2022.134197","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139286109&doi=10.1016%2fj.jclepro.2022.134197&partnerID=40&md5=e53de9f490564175cb1faefcf9eb678a","Section for Quantitative Sustainability Assessment, Department of Environmental and Resource Engineering, Technical University of Denmark, Kgs. Lyngby, Denmark","Ohms, P.K., Section for Quantitative Sustainability Assessment, Department of Environmental and Resource Engineering, Technical University of Denmark, Kgs. Lyngby, Denmark; Laurent, A., Section for Quantitative Sustainability Assessment, Department of Environmental and Resource Engineering, Technical University of Denmark, Kgs. Lyngby, Denmark; Hauschild, M.Z., Section for Quantitative Sustainability Assessment, Department of Environmental and Resource Engineering, Technical University of Denmark, Kgs. Lyngby, Denmark; Ryberg, M.W., Section for Quantitative Sustainability Assessment, Department of Environmental and Resource Engineering, Technical University of Denmark, Kgs. Lyngby, Denmark","With long-term prospects indicating worldwide increasing urbanization over the next decades, cities are responsible for a growing share of global greenhouse gas emissions. This makes local policies more important in mitigating climate change, and calls for efficient tools allowing local decision makers to measure the impact of urban areas under their control. This study introduces a parsimonious screening tool to cater to this need and allow local governments to gauge and monitor consumption-based climate change footprint of cities. The tool consists of multiple-regression models that operate on easily accessible city data. To demonstrate its applicability, the per capita climate change footprint is estimated for 949 cities. Australian cities are found to have the highest per-capita footprint, averaging 20.4 t CO2-eq, while South American cities have the lowest per-capita footprint, averaging 8.1 t CO2-eq. The results are evaluated against IPCC climate change mitigation pathways to judge which cities are on track to an absolute sustainable level of greenhouse gas emissions. Few cities are found to be on track to comply with the necessary levels for 2030, and the findings thus substantiate that cities all over the planet need major actions to comply with the required climate change mitigation. © 2022 The Authors","Climate change footprint; Consumption-scope; Multiple regression models; Sustainability screening; Sustainable cities","Carbon dioxide; Climate models; Decision making; Gas emissions; Greenhouse gases; Regression analysis; Climate change footprint; Climate change mitigation; Consumption-scope; Greenhouse gas emissions; Local decisions; Local policies; Multiple regression modelling; Per capita; Sustainability screening; Sustainable cities; Climate change",Article,"Final","",Scopus,2-s2.0-85139286109
"Ranaldo A., de Magistris P.S.","23111744300;57914590500;","Liquidity in the global currency market",2022,"Journal of Financial Economics","146","3",,"859","883",,,"10.1016/j.jfineco.2022.09.004","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139068343&doi=10.1016%2fj.jfineco.2022.09.004&partnerID=40&md5=5f7dd402b077a52b0242bc17868517e6","University of St. Gallen and Swiss Finance Institute, Switzerland; LUISS “Guido Carli” University, Department of Economics and Finance, Viale Romania 32, Roma, 00197, Italy; CREATES, Department of Economics and Business Economics, Aarhus University, Denmark","Ranaldo, A., University of St. Gallen and Swiss Finance Institute, Switzerland; de Magistris, P.S., LUISS “Guido Carli” University, Department of Economics and Finance, Viale Romania 32, Roma, 00197, Italy, CREATES, Department of Economics and Business Economics, Aarhus University, Denmark","We study the liquidity of the global currency market by analyzing the price impact of trading volume. We analyze a decade of CLS intraday data representative of global foreign exchange (FX) trading by developing a refinement of the popular Amihud (2002) illiquidity measure that we call realized Amihud, which is the ratio between realized volatility and trading volume. Inversely related to market depth, price impact increases with transaction costs, money market stress, uncertainty, and risk aversion. Furthermore, we analyze whether and how liquidity begets price efficiency by looking at violations of the “triangular” no-arbitrage condition. We find that dollar-based currencies offer a lower trading impact supporting price efficiency. © 2022 The Author(s)","Arbitrage; Currency market; Foreign exchange; Global liquidity; Price impact",,Article,"Final","",Scopus,2-s2.0-85139068343
"Schmeling M., Schrimpf A., Steffensen S.A.M.","55885771300;22942215100;57225934997;","Monetary policy expectation errors",2022,"Journal of Financial Economics","146","3",,"841","858",,,"10.1016/j.jfineco.2022.09.005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139014651&doi=10.1016%2fj.jfineco.2022.09.005&partnerID=40&md5=95a290c96aecc11f55f5849e0b87580f","Goethe University Frankfurt, House of Finance, Theodor-W.-Adorno-Platz 3, Frankfurt, 60629, Germany; Bank for International Settlements, Centralbahnplatz 2, Basel, 4002, Switzerland; Center for Economic Policy Research, 33 Great Sutton Street, London, EC1V 0DX, United Kingdom; Danmarks Nationalbank, Langelinie Alle 47, Copenhagen, 2100, Denmark","Schmeling, M., Goethe University Frankfurt, House of Finance, Theodor-W.-Adorno-Platz 3, Frankfurt, 60629, Germany, Center for Economic Policy Research, 33 Great Sutton Street, London, EC1V 0DX, United Kingdom; Schrimpf, A., Bank for International Settlements, Centralbahnplatz 2, Basel, 4002, Switzerland, Center for Economic Policy Research, 33 Great Sutton Street, London, EC1V 0DX, United Kingdom; Steffensen, S.A.M., Danmarks Nationalbank, Langelinie Alle 47, Copenhagen, 2100, Denmark","How are financial markets pricing the monetary policy outlook? We use surveys to decompose excess returns on money market instruments into expectation errors and term premia. Excess returns are primarily driven by expectation errors, whereas term premia are negligible. Investors face challenges when learning about the Federal Reserve's response to large, but infrequent, negative shocks in real-time. Rather than reflecting risk compensation, excess returns stem from investors underestimating how much the central bank eases policy in response to such rare shocks. We show, for the US and internationally, that expectation errors imply excess return predictability from past stock returns. © 2022 Elsevier B.V.","Expectation formation; Federal funds futures; Monetary policy; Overnight index swaps; Uncertainty",,Article,"Final","",Scopus,2-s2.0-85139014651
